,measure_year,measure_month,measure_day,lobith_waterlevel
40519,1881.0,9.0,9.0,1237.0
40520,1881.0,9.0,10.0,1274.0
40521,1881.0,9.0,11.0,1303.0
40522,1881.0,9.0,12.0,1313.0
40523,1881.0,9.0,13.0,1307.0
40524,1881.0,9.0,14.0,1280.0
40525,1881.0,9.0,15.0,1259.0
40526,1881.0,9.0,16.0,1247.0
40527,1881.0,9.0,17.0,1238.0
40528,1881.0,9.0,18.0,1229.0
40529,1881.0,9.0,19.0,1216.0
40530,1881.0,9.0,20.0,1202.0
40531,1881.0,9.0,21.0,1195.0
40532,1881.0,9.0,22.0,1195.0
40533,1881.0,9.0,23.0,1180.0
40534,1881.0,9.0,24.0,1166.0
40535,1881.0,9.0,25.0,1157.0
40536,1881.0,9.0,26.0,1153.0
40537,1881.0,9.0,27.0,1158.0
40538,1881.0,9.0,28.0,1157.0
40539,1881.0,9.0,29.0,1149.0
40540,1881.0,9.0,30.0,1141.0
40541,1881.0,10.0,1.0,1133.0
40542,1881.0,10.0,2.0,1124.0
40543,1881.0,10.0,3.0,1115.0
40544,1881.0,10.0,4.0,1106.0
40545,1881.0,10.0,5.0,1097.0
40546,1881.0,10.0,6.0,1090.0
40547,1881.0,10.0,7.0,1079.0
40548,1881.0,10.0,8.0,1070.0
40549,1881.0,10.0,9.0,1062.0
40550,1881.0,10.0,10.0,1056.0
40551,1881.0,10.0,11.0,1049.0
40552,1881.0,10.0,12.0,1047.0
40553,1881.0,10.0,13.0,1045.0
40554,1881.0,10.0,14.0,1044.0
40555,1881.0,10.0,15.0,1055.0
40556,1881.0,10.0,16.0,1056.0
40557,1881.0,10.0,17.0,1068.0
40558,1881.0,10.0,18.0,1077.0
40559,1881.0,10.0,19.0,1077.0
40560,1881.0,10.0,20.0,1078.0
40561,1881.0,10.0,21.0,1078.0
40562,1881.0,10.0,22.0,1078.0
40563,1881.0,10.0,23.0,1070.0
40564,1881.0,10.0,24.0,1065.0
40565,1881.0,10.0,25.0,1060.0
40566,1881.0,10.0,26.0,1064.0
40567,1881.0,10.0,27.0,1088.0
40568,1881.0,10.0,28.0,1112.0
40569,1881.0,10.0,29.0,1121.0
40570,1881.0,10.0,30.0,1127.0
40571,1881.0,10.0,31.0,1128.0
40572,1881.0,11.0,1.0,1125.0
40573,1881.0,11.0,2.0,1111.0
40574,1881.0,11.0,3.0,1099.0
40575,1881.0,11.0,4.0,1091.0
40576,1881.0,11.0,5.0,1079.0
40577,1881.0,11.0,6.0,1070.0
40578,1881.0,11.0,7.0,1062.0
40579,1881.0,11.0,8.0,1055.0
40580,1881.0,11.0,9.0,1052.0
40581,1881.0,11.0,10.0,1048.0
40582,1881.0,11.0,11.0,1043.0
40583,1881.0,11.0,12.0,1037.0
40584,1881.0,11.0,13.0,1032.0
40585,1881.0,11.0,14.0,1028.0
40586,1881.0,11.0,15.0,1024.0
40587,1881.0,11.0,16.0,1021.0
40588,1881.0,11.0,17.0,1019.0
40589,1881.0,11.0,18.0,1016.0
40590,1881.0,11.0,19.0,1007.0
40591,1881.0,11.0,20.0,1005.0
40592,1881.0,11.0,21.0,1005.0
40593,1881.0,11.0,22.0,1006.0
40594,1881.0,11.0,23.0,1010.0
40595,1881.0,11.0,24.0,1015.0
40596,1881.0,11.0,25.0,1024.0
40597,1881.0,11.0,26.0,1034.0
40598,1881.0,11.0,27.0,1038.0
40599,1881.0,11.0,28.0,1036.0
40600,1881.0,11.0,29.0,1046.0
40601,1881.0,11.0,30.0,1054.0
40602,1881.0,12.0,1.0,1081.0
40603,1881.0,12.0,2.0,1077.0
40604,1881.0,12.0,3.0,1073.0
40605,1881.0,12.0,4.0,1075.0
40606,1881.0,12.0,5.0,1069.0
40607,1881.0,12.0,6.0,1058.0
40608,1881.0,12.0,7.0,1049.0
40609,1881.0,12.0,8.0,1039.0
40610,1881.0,12.0,9.0,1032.0
40611,1881.0,12.0,10.0,1025.0
40612,1881.0,12.0,11.0,1020.0
40613,1881.0,12.0,12.0,1015.0
40614,1881.0,12.0,13.0,1010.0
40615,1881.0,12.0,14.0,1006.0
40616,1881.0,12.0,15.0,1002.0
40617,1881.0,12.0,16.0,1001.0
40618,1881.0,12.0,17.0,998.0
40619,1881.0,12.0,18.0,1001.0
40620,1881.0,12.0,19.0,1003.0
40621,1881.0,12.0,20.0,1032.0
40622,1881.0,12.0,21.0,1070.0
40623,1881.0,12.0,22.0,1117.0
40624,1881.0,12.0,23.0,1157.0
40625,1881.0,12.0,24.0,1194.0
40626,1881.0,12.0,25.0,1180.0
40627,1881.0,12.0,26.0,1157.0
40628,1881.0,12.0,27.0,1131.0
40629,1881.0,12.0,28.0,1108.0
40630,1881.0,12.0,29.0,1088.0
40631,1881.0,12.0,30.0,1070.0
40632,1881.0,12.0,31.0,1053.0
40633,1882.0,1.0,1.0,1039.0
40634,1882.0,1.0,2.0,1028.0
40635,1882.0,1.0,3.0,1020.0
40636,1882.0,1.0,4.0,1013.0
40637,1882.0,1.0,5.0,1009.0
40638,1882.0,1.0,6.0,1024.0
40639,1882.0,1.0,7.0,1038.0
40640,1882.0,1.0,8.0,1050.0
40641,1882.0,1.0,9.0,1060.0
40642,1882.0,1.0,10.0,1073.0
40643,1882.0,1.0,11.0,1114.0
40644,1882.0,1.0,12.0,1144.0
40645,1882.0,1.0,13.0,1144.0
40646,1882.0,1.0,14.0,1128.0
40647,1882.0,1.0,15.0,1114.0
40648,1882.0,1.0,16.0,1096.0
40649,1882.0,1.0,17.0,1076.0
40650,1882.0,1.0,18.0,1060.0
40651,1882.0,1.0,19.0,1045.0
40652,1882.0,1.0,20.0,1031.0
40653,1882.0,1.0,21.0,1019.0
40654,1882.0,1.0,22.0,1009.0
40655,1882.0,1.0,23.0,1003.0
40656,1882.0,1.0,24.0,998.0
40657,1882.0,1.0,25.0,994.0
40658,1882.0,1.0,26.0,987.0
40659,1882.0,1.0,27.0,981.0
40660,1882.0,1.0,28.0,974.0
40661,1882.0,1.0,29.0,969.0
40662,1882.0,1.0,30.0,966.0
40663,1882.0,1.0,31.0,962.0
40664,1882.0,2.0,1.0,961.0
40665,1882.0,2.0,2.0,959.0
40666,1882.0,2.0,3.0,956.0
40667,1882.0,2.0,4.0,950.0
40668,1882.0,2.0,5.0,945.0
40669,1882.0,2.0,6.0,942.0
40670,1882.0,2.0,7.0,939.0
40671,1882.0,2.0,8.0,941.0
40672,1882.0,2.0,9.0,939.0
40673,1882.0,2.0,10.0,936.0
40674,1882.0,2.0,11.0,934.0
40675,1882.0,2.0,12.0,932.0
40676,1882.0,2.0,13.0,930.0
40677,1882.0,2.0,14.0,929.0
40678,1882.0,2.0,15.0,928.0
40679,1882.0,2.0,16.0,931.0
40680,1882.0,2.0,17.0,942.0
40681,1882.0,2.0,18.0,957.0
40682,1882.0,2.0,19.0,1016.0
40683,1882.0,2.0,20.0,1081.0
40684,1882.0,2.0,21.0,1086.0
40685,1882.0,2.0,22.0,1080.0
40686,1882.0,2.0,23.0,1076.0
40687,1882.0,2.0,24.0,1071.0
40688,1882.0,2.0,25.0,1068.0
40689,1882.0,2.0,26.0,1058.0
40690,1882.0,2.0,27.0,1041.0
40691,1882.0,2.0,28.0,1028.0
40692,1882.0,3.0,1.0,1022.0
40693,1882.0,3.0,2.0,1022.0
40694,1882.0,3.0,3.0,1029.0
40695,1882.0,3.0,4.0,1063.0
40696,1882.0,3.0,5.0,1100.0
40697,1882.0,3.0,6.0,1115.0
40698,1882.0,3.0,7.0,1117.0
40699,1882.0,3.0,8.0,1107.0
40700,1882.0,3.0,9.0,1088.0
40701,1882.0,3.0,10.0,1067.0
40702,1882.0,3.0,11.0,1049.0
40703,1882.0,3.0,12.0,1034.0
40704,1882.0,3.0,13.0,1024.0
40705,1882.0,3.0,14.0,1014.0
40706,1882.0,3.0,15.0,1006.0
40707,1882.0,3.0,16.0,998.0
40708,1882.0,3.0,17.0,993.0
40709,1882.0,3.0,18.0,986.0
40710,1882.0,3.0,19.0,980.0
40711,1882.0,3.0,20.0,975.0
40712,1882.0,3.0,21.0,975.0
40713,1882.0,3.0,22.0,967.0
40714,1882.0,3.0,23.0,963.0
40715,1882.0,3.0,24.0,960.0
40716,1882.0,3.0,25.0,959.0
40717,1882.0,3.0,26.0,960.0
40718,1882.0,3.0,27.0,967.0
40719,1882.0,3.0,28.0,984.0
40720,1882.0,3.0,29.0,1017.0
40721,1882.0,3.0,30.0,1031.0
40722,1882.0,3.0,31.0,1037.0
40723,1882.0,4.0,1.0,1038.0
40724,1882.0,4.0,2.0,1037.0
40725,1882.0,4.0,3.0,1033.0
40726,1882.0,4.0,4.0,1024.0
40727,1882.0,4.0,5.0,1015.0
40728,1882.0,4.0,6.0,1006.0
40729,1882.0,4.0,7.0,997.0
40730,1882.0,4.0,8.0,987.0
40731,1882.0,4.0,9.0,981.0
40732,1882.0,4.0,10.0,975.0
40733,1882.0,4.0,11.0,967.0
40734,1882.0,4.0,12.0,962.0
40735,1882.0,4.0,13.0,958.0
40736,1882.0,4.0,14.0,955.0
40737,1882.0,4.0,15.0,950.0
40738,1882.0,4.0,16.0,947.0
40739,1882.0,4.0,17.0,944.0
40740,1882.0,4.0,18.0,944.0
40741,1882.0,4.0,19.0,947.0
40742,1882.0,4.0,20.0,952.0
40743,1882.0,4.0,21.0,970.0
40744,1882.0,4.0,22.0,977.0
40745,1882.0,4.0,23.0,978.0
40746,1882.0,4.0,24.0,979.0
40747,1882.0,4.0,25.0,976.0
40748,1882.0,4.0,26.0,976.0
40749,1882.0,4.0,27.0,976.0
40750,1882.0,4.0,28.0,977.0
40751,1882.0,4.0,29.0,984.0
40752,1882.0,4.0,30.0,1000.0
40753,1882.0,5.0,1.0,1000.0
40754,1882.0,5.0,2.0,1000.0
40755,1882.0,5.0,3.0,1002.0
40756,1882.0,5.0,4.0,1009.0
40757,1882.0,5.0,5.0,1009.0
40758,1882.0,5.0,6.0,1011.0
40759,1882.0,5.0,7.0,1016.0
40760,1882.0,5.0,8.0,1023.0
40761,1882.0,5.0,9.0,1026.0
40762,1882.0,5.0,10.0,1027.0
40763,1882.0,5.0,11.0,1026.0
40764,1882.0,5.0,12.0,1026.0
40765,1882.0,5.0,13.0,1030.0
40766,1882.0,5.0,14.0,1044.0
40767,1882.0,5.0,15.0,1060.0
40768,1882.0,5.0,16.0,1060.0
40769,1882.0,5.0,17.0,1053.0
40770,1882.0,5.0,18.0,1043.0
40771,1882.0,5.0,19.0,1033.0
40772,1882.0,5.0,20.0,1024.0
40773,1882.0,5.0,21.0,1018.0
40774,1882.0,5.0,22.0,1013.0
40775,1882.0,5.0,23.0,1007.0
40776,1882.0,5.0,24.0,1003.0
40777,1882.0,5.0,25.0,996.0
40778,1882.0,5.0,26.0,989.0
40779,1882.0,5.0,27.0,982.0
40780,1882.0,5.0,28.0,978.0
40781,1882.0,5.0,29.0,977.0
40782,1882.0,5.0,30.0,978.0
40783,1882.0,5.0,31.0,978.0
40784,1882.0,6.0,1.0,980.0
40785,1882.0,6.0,2.0,982.0
40786,1882.0,6.0,3.0,980.0
40787,1882.0,6.0,4.0,980.0
40788,1882.0,6.0,5.0,992.0
40789,1882.0,6.0,6.0,998.0
40790,1882.0,6.0,7.0,1000.0
40791,1882.0,6.0,8.0,997.0
40792,1882.0,6.0,9.0,998.0
40793,1882.0,6.0,10.0,1009.0
40794,1882.0,6.0,11.0,1033.0
40795,1882.0,6.0,12.0,1044.0
40796,1882.0,6.0,13.0,1069.0
40797,1882.0,6.0,14.0,1100.0
40798,1882.0,6.0,15.0,1113.0
40799,1882.0,6.0,16.0,1116.0
40800,1882.0,6.0,17.0,1124.0
40801,1882.0,6.0,18.0,1136.0
40802,1882.0,6.0,19.0,1150.0
40803,1882.0,6.0,20.0,1161.0
40804,1882.0,6.0,21.0,1154.0
40805,1882.0,6.0,22.0,1136.0
40806,1882.0,6.0,23.0,1119.0
40807,1882.0,6.0,24.0,1110.0
40808,1882.0,6.0,25.0,1110.0
40809,1882.0,6.0,26.0,1108.0
40810,1882.0,6.0,27.0,1108.0
40811,1882.0,6.0,28.0,1117.0
40812,1882.0,6.0,29.0,1150.0
40813,1882.0,6.0,30.0,1207.0
40814,1882.0,7.0,1.0,1198.0
40815,1882.0,7.0,2.0,1183.0
40816,1882.0,7.0,3.0,1174.0
40817,1882.0,7.0,4.0,1156.0
40818,1882.0,7.0,5.0,1140.0
40819,1882.0,7.0,6.0,1146.0
40820,1882.0,7.0,7.0,1154.0
40821,1882.0,7.0,8.0,1150.0
40822,1882.0,7.0,9.0,1138.0
40823,1882.0,7.0,10.0,1127.0
40824,1882.0,7.0,11.0,1123.0
40825,1882.0,7.0,12.0,1128.0
40826,1882.0,7.0,13.0,1162.0
40827,1882.0,7.0,14.0,1210.0
40828,1882.0,7.0,15.0,1235.0
40829,1882.0,7.0,16.0,1245.0
40830,1882.0,7.0,17.0,1244.0
40831,1882.0,7.0,18.0,1236.0
40832,1882.0,7.0,19.0,1225.0
40833,1882.0,7.0,20.0,1208.0
40834,1882.0,7.0,21.0,1197.0
40835,1882.0,7.0,22.0,1183.0
40836,1882.0,7.0,23.0,1170.0
40837,1882.0,7.0,24.0,1170.0
40838,1882.0,7.0,25.0,1158.0
40839,1882.0,7.0,26.0,1151.0
40840,1882.0,7.0,27.0,1149.0
40841,1882.0,7.0,28.0,1173.0
40842,1882.0,7.0,29.0,1207.0
40843,1882.0,7.0,30.0,1210.0
40844,1882.0,7.0,31.0,1210.0
40845,1882.0,8.0,1.0,1221.0
40846,1882.0,8.0,2.0,1258.0
40847,1882.0,8.0,3.0,1259.0
40848,1882.0,8.0,4.0,1279.0
40849,1882.0,8.0,5.0,1282.0
40850,1882.0,8.0,6.0,1275.0
40851,1882.0,8.0,7.0,1268.0
40852,1882.0,8.0,8.0,1255.0
40853,1882.0,8.0,9.0,1235.0
40854,1882.0,8.0,10.0,1216.0
40855,1882.0,8.0,11.0,1199.0
40856,1882.0,8.0,12.0,1182.0
40857,1882.0,8.0,13.0,1163.0
40858,1882.0,8.0,14.0,1147.0
40859,1882.0,8.0,15.0,1129.0
40860,1882.0,8.0,16.0,1118.0
40861,1882.0,8.0,17.0,1105.0
40862,1882.0,8.0,18.0,1095.0
40863,1882.0,8.0,19.0,1088.0
40864,1882.0,8.0,20.0,1087.0
40865,1882.0,8.0,21.0,1091.0
40866,1882.0,8.0,22.0,1104.0
40867,1882.0,8.0,23.0,1116.0
40868,1882.0,8.0,24.0,1125.0
40869,1882.0,8.0,25.0,1124.0
40870,1882.0,8.0,26.0,1120.0
40871,1882.0,8.0,27.0,1116.0
40872,1882.0,8.0,28.0,1116.0
40873,1882.0,8.0,29.0,1118.0
40874,1882.0,8.0,30.0,1124.0
40875,1882.0,8.0,31.0,1130.0
40876,1882.0,9.0,1.0,1150.0
40877,1882.0,9.0,2.0,1169.0
40878,1882.0,9.0,3.0,1179.0
40879,1882.0,9.0,4.0,1174.0
40880,1882.0,9.0,5.0,1167.0
40881,1882.0,9.0,6.0,1155.0
40882,1882.0,9.0,7.0,1139.0
40883,1882.0,9.0,8.0,1131.0
40884,1882.0,9.0,9.0,1124.0
40885,1882.0,9.0,10.0,1126.0
40886,1882.0,9.0,11.0,1135.0
40887,1882.0,9.0,12.0,1130.0
40888,1882.0,9.0,13.0,1124.0
40889,1882.0,9.0,14.0,1119.0
40890,1882.0,9.0,15.0,1126.0
40891,1882.0,9.0,16.0,1138.0
40892,1882.0,9.0,17.0,1138.0
40893,1882.0,9.0,18.0,1178.0
40894,1882.0,9.0,19.0,1195.0
40895,1882.0,9.0,20.0,1204.0
40896,1882.0,9.0,21.0,1218.0
40897,1882.0,9.0,22.0,1244.0
40898,1882.0,9.0,23.0,1341.0
40899,1882.0,9.0,24.0,1425.0
40900,1882.0,9.0,25.0,1446.0
40901,1882.0,9.0,26.0,1427.0
40902,1882.0,9.0,27.0,1404.0
40903,1882.0,9.0,28.0,1370.0
40904,1882.0,9.0,29.0,1341.0
40905,1882.0,9.0,30.0,1323.0
40906,1882.0,10.0,1.0,1308.0
40907,1882.0,10.0,2.0,1326.0
40908,1882.0,10.0,3.0,1348.0
40909,1882.0,10.0,4.0,1367.0
40910,1882.0,10.0,5.0,1375.0
40911,1882.0,10.0,6.0,1361.0
40912,1882.0,10.0,7.0,1360.0
40913,1882.0,10.0,8.0,1341.0
40914,1882.0,10.0,9.0,1330.0
40915,1882.0,10.0,10.0,1323.0
40916,1882.0,10.0,11.0,1311.0
40917,1882.0,10.0,12.0,1290.0
40918,1882.0,10.0,13.0,1266.0
40919,1882.0,10.0,14.0,1250.0
40920,1882.0,10.0,15.0,1268.0
40921,1882.0,10.0,16.0,1335.0
40922,1882.0,10.0,17.0,1364.0
40923,1882.0,10.0,18.0,1349.0
40924,1882.0,10.0,19.0,1316.0
40925,1882.0,10.0,20.0,1293.0
40926,1882.0,10.0,21.0,1277.0
40927,1882.0,10.0,22.0,1263.0
40928,1882.0,10.0,23.0,1248.0
40929,1882.0,10.0,24.0,1235.0
40930,1882.0,10.0,25.0,1237.0
40931,1882.0,10.0,26.0,1250.0
40932,1882.0,10.0,27.0,1272.0
40933,1882.0,10.0,28.0,1288.0
40934,1882.0,10.0,29.0,1299.0
40935,1882.0,10.0,30.0,1306.0
40936,1882.0,10.0,31.0,1303.0
40937,1882.0,11.0,1.0,1296.0
40938,1882.0,11.0,2.0,1284.0
40939,1882.0,11.0,3.0,1272.0
40940,1882.0,11.0,4.0,1261.0
40941,1882.0,11.0,5.0,1247.0
40942,1882.0,11.0,6.0,1247.0
40943,1882.0,11.0,7.0,1262.0
40944,1882.0,11.0,8.0,1270.0
40945,1882.0,11.0,9.0,1263.0
40946,1882.0,11.0,10.0,1263.0
40947,1882.0,11.0,11.0,1294.0
40948,1882.0,11.0,12.0,1344.0
40949,1882.0,11.0,13.0,1407.0
40950,1882.0,11.0,14.0,1446.0
40951,1882.0,11.0,15.0,1459.0
40952,1882.0,11.0,16.0,1460.0
40953,1882.0,11.0,17.0,1468.0
40954,1882.0,11.0,18.0,1493.0
40955,1882.0,11.0,19.0,1509.0
40956,1882.0,11.0,20.0,1512.0
40957,1882.0,11.0,21.0,1496.0
40958,1882.0,11.0,22.0,1469.0
40959,1882.0,11.0,23.0,1448.0
40960,1882.0,11.0,24.0,1453.0
40961,1882.0,11.0,25.0,1498.0
40962,1882.0,11.0,26.0,1546.0
40963,1882.0,11.0,27.0,1582.0
40964,1882.0,11.0,28.0,1607.0
40965,1882.0,11.0,29.0,1617.0
40966,1882.0,11.0,30.0,1623.0
40967,1882.0,12.0,1.0,1627.0
40968,1882.0,12.0,2.0,1626.0
40969,1882.0,12.0,3.0,1607.0
40970,1882.0,12.0,4.0,1577.0
40971,1882.0,12.0,5.0,1546.0
40972,1882.0,12.0,6.0,1512.0
40973,1882.0,12.0,7.0,1490.0
40974,1882.0,12.0,8.0,1486.0
40975,1882.0,12.0,9.0,1483.0
40976,1882.0,12.0,10.0,1478.0
40977,1882.0,12.0,11.0,1468.0
40978,1882.0,12.0,12.0,1451.0
40979,1882.0,12.0,13.0,1421.0
40980,1882.0,12.0,14.0,1391.0
40981,1882.0,12.0,15.0,1358.0
40982,1882.0,12.0,16.0,1329.0
40983,1882.0,12.0,17.0,1307.0
40984,1882.0,12.0,18.0,1295.0
40985,1882.0,12.0,19.0,1285.0
40986,1882.0,12.0,20.0,1273.0
40987,1882.0,12.0,21.0,1259.0
40988,1882.0,12.0,22.0,1248.0
40989,1882.0,12.0,23.0,1238.0
40990,1882.0,12.0,24.0,1228.0
40991,1882.0,12.0,25.0,1227.0
40992,1882.0,12.0,26.0,1241.0
40993,1882.0,12.0,27.0,1278.0
40994,1882.0,12.0,28.0,1377.0
40995,1882.0,12.0,29.0,1457.0
40996,1882.0,12.0,30.0,1508.0
40997,1882.0,12.0,31.0,1562.0
40998,1883.0,1.0,1.0,1604.0
40999,1883.0,1.0,2.0,1621.0
41000,1883.0,1.0,3.0,1629.0
41001,1883.0,1.0,4.0,1639.0
41002,1883.0,1.0,5.0,1635.0
41003,1883.0,1.0,6.0,1627.0
41004,1883.0,1.0,7.0,1619.0
41005,1883.0,1.0,8.0,1608.0
41006,1883.0,1.0,9.0,1590.0
41007,1883.0,1.0,10.0,1567.0
41008,1883.0,1.0,11.0,1541.0
41009,1883.0,1.0,12.0,1506.0
41010,1883.0,1.0,13.0,1471.0
41011,1883.0,1.0,14.0,1428.0
41012,1883.0,1.0,15.0,1400.0
41013,1883.0,1.0,16.0,1364.0
41014,1883.0,1.0,17.0,1335.0
41015,1883.0,1.0,18.0,1309.0
41016,1883.0,1.0,19.0,1287.0
41017,1883.0,1.0,20.0,1269.0
41018,1883.0,1.0,21.0,1256.0
41019,1883.0,1.0,22.0,1245.0
41020,1883.0,1.0,23.0,1235.0
41021,1883.0,1.0,24.0,1224.0
41022,1883.0,1.0,25.0,1214.0
41023,1883.0,1.0,26.0,1200.0
41024,1883.0,1.0,27.0,1187.0
41025,1883.0,1.0,28.0,1178.0
41026,1883.0,1.0,29.0,1171.0
41027,1883.0,1.0,30.0,1173.0
41028,1883.0,1.0,31.0,1210.0
41029,1883.0,2.0,1.0,1252.0
41030,1883.0,2.0,2.0,1265.0
41031,1883.0,2.0,3.0,1257.0
41032,1883.0,2.0,4.0,1238.0
41033,1883.0,2.0,5.0,1220.0
41034,1883.0,2.0,6.0,1204.0
41035,1883.0,2.0,7.0,1189.0
41036,1883.0,2.0,8.0,1181.0
41037,1883.0,2.0,9.0,1181.0
41038,1883.0,2.0,10.0,1174.0
41039,1883.0,2.0,11.0,1170.0
41040,1883.0,2.0,12.0,1174.0
41041,1883.0,2.0,13.0,1178.0
41042,1883.0,2.0,14.0,1182.0
41043,1883.0,2.0,15.0,1187.0
41044,1883.0,2.0,16.0,1181.0
41045,1883.0,2.0,17.0,1176.0
41046,1883.0,2.0,18.0,1186.0
41047,1883.0,2.0,19.0,1202.0
41048,1883.0,2.0,20.0,1208.0
41049,1883.0,2.0,21.0,1209.0
41050,1883.0,2.0,22.0,1198.0
41051,1883.0,2.0,23.0,1184.0
41052,1883.0,2.0,24.0,1173.0
41053,1883.0,2.0,25.0,1166.0
41054,1883.0,2.0,26.0,1156.0
41055,1883.0,2.0,27.0,1149.0
41056,1883.0,2.0,28.0,1142.0
41057,1883.0,3.0,1.0,1139.0
41058,1883.0,3.0,2.0,1132.0
41059,1883.0,3.0,3.0,1124.0
41060,1883.0,3.0,4.0,1116.0
41061,1883.0,3.0,5.0,1109.0
41062,1883.0,3.0,6.0,1103.0
41063,1883.0,3.0,7.0,1097.0
41064,1883.0,3.0,8.0,1092.0
41065,1883.0,3.0,9.0,1086.0
41066,1883.0,3.0,10.0,1082.0
41067,1883.0,3.0,11.0,1076.0
41068,1883.0,3.0,12.0,1071.0
41069,1883.0,3.0,13.0,1066.0
41070,1883.0,3.0,14.0,1063.0
41071,1883.0,3.0,15.0,1059.0
41072,1883.0,3.0,16.0,1059.0
41073,1883.0,3.0,17.0,1053.0
41074,1883.0,3.0,18.0,1049.0
41075,1883.0,3.0,19.0,1048.0
41076,1883.0,3.0,20.0,1048.0
41077,1883.0,3.0,21.0,1053.0
41078,1883.0,3.0,22.0,1072.0
41079,1883.0,3.0,23.0,1096.0
41080,1883.0,3.0,24.0,1129.0
41081,1883.0,3.0,25.0,1133.0
41082,1883.0,3.0,26.0,1122.0
41083,1883.0,3.0,27.0,1109.0
41084,1883.0,3.0,28.0,1095.0
41085,1883.0,3.0,29.0,1084.0
41086,1883.0,3.0,30.0,1076.0
41087,1883.0,3.0,31.0,1071.0
41088,1883.0,4.0,1.0,1074.0
41089,1883.0,4.0,2.0,1081.0
41090,1883.0,4.0,3.0,1091.0
41091,1883.0,4.0,4.0,1103.0
41092,1883.0,4.0,5.0,1123.0
41093,1883.0,4.0,6.0,1130.0
41094,1883.0,4.0,7.0,1124.0
41095,1883.0,4.0,8.0,1117.0
41096,1883.0,4.0,9.0,1112.0
41097,1883.0,4.0,10.0,1106.0
41098,1883.0,4.0,11.0,1099.0
41099,1883.0,4.0,12.0,1091.0
41100,1883.0,4.0,13.0,1083.0
41101,1883.0,4.0,14.0,1074.0
41102,1883.0,4.0,15.0,1067.0
41103,1883.0,4.0,16.0,1062.0
41104,1883.0,4.0,17.0,1056.0
41105,1883.0,4.0,18.0,1051.0
41106,1883.0,4.0,19.0,1047.0
41107,1883.0,4.0,20.0,1041.0
41108,1883.0,4.0,21.0,1035.0
41109,1883.0,4.0,22.0,1031.0
41110,1883.0,4.0,23.0,1028.0
41111,1883.0,4.0,24.0,1028.0
41112,1883.0,4.0,25.0,1029.0
41113,1883.0,4.0,26.0,1037.0
41114,1883.0,4.0,27.0,1043.0
41115,1883.0,4.0,28.0,1042.0
41116,1883.0,4.0,29.0,1036.0
41117,1883.0,4.0,30.0,1031.0
41118,1883.0,5.0,1.0,1027.0
41119,1883.0,5.0,2.0,1021.0
41120,1883.0,5.0,3.0,1020.0
41121,1883.0,5.0,4.0,1033.0
41122,1883.0,5.0,5.0,1075.0
41123,1883.0,5.0,6.0,1078.0
41124,1883.0,5.0,7.0,1069.0
41125,1883.0,5.0,8.0,1067.0
41126,1883.0,5.0,9.0,1063.0
41127,1883.0,5.0,10.0,1058.0
41128,1883.0,5.0,11.0,1048.0
41129,1883.0,5.0,12.0,1043.0
41130,1883.0,5.0,13.0,1044.0
41131,1883.0,5.0,14.0,1048.0
41132,1883.0,5.0,15.0,1057.0
41133,1883.0,5.0,16.0,1071.0
41134,1883.0,5.0,17.0,1090.0
41135,1883.0,5.0,18.0,1093.0
41136,1883.0,5.0,19.0,1087.0
41137,1883.0,5.0,20.0,1077.0
41138,1883.0,5.0,21.0,1070.0
41139,1883.0,5.0,22.0,1064.0
41140,1883.0,5.0,23.0,1061.0
41141,1883.0,5.0,24.0,1063.0
41142,1883.0,5.0,25.0,1062.0
41143,1883.0,5.0,26.0,1065.0
41144,1883.0,5.0,27.0,1067.0
41145,1883.0,5.0,28.0,1063.0
41146,1883.0,5.0,29.0,1059.0
41147,1883.0,5.0,30.0,1056.0
41148,1883.0,5.0,31.0,1055.0
41149,1883.0,6.0,1.0,1055.0
41150,1883.0,6.0,2.0,1057.0
41151,1883.0,6.0,3.0,1062.0
41152,1883.0,6.0,4.0,1065.0
41153,1883.0,6.0,5.0,1076.0
41154,1883.0,6.0,6.0,1097.0
41155,1883.0,6.0,7.0,1107.0
41156,1883.0,6.0,8.0,1110.0
41157,1883.0,6.0,9.0,1112.0
41158,1883.0,6.0,10.0,1114.0
41159,1883.0,6.0,11.0,1116.0
41160,1883.0,6.0,12.0,1125.0
41161,1883.0,6.0,13.0,1128.0
41162,1883.0,6.0,14.0,1133.0
41163,1883.0,6.0,15.0,1139.0
41164,1883.0,6.0,16.0,1146.0
41165,1883.0,6.0,17.0,1149.0
41166,1883.0,6.0,18.0,1152.0
41167,1883.0,6.0,19.0,1159.0
41168,1883.0,6.0,20.0,1159.0
41169,1883.0,6.0,21.0,1152.0
41170,1883.0,6.0,22.0,1148.0
41171,1883.0,6.0,23.0,1145.0
41172,1883.0,6.0,24.0,1143.0
41173,1883.0,6.0,25.0,1143.0
41174,1883.0,6.0,26.0,1143.0
41175,1883.0,6.0,27.0,1140.0
41176,1883.0,6.0,28.0,1141.0
41177,1883.0,6.0,29.0,1139.0
41178,1883.0,6.0,30.0,1133.0
41179,1883.0,7.0,1.0,1127.0
41180,1883.0,7.0,2.0,1126.0
41181,1883.0,7.0,3.0,1122.0
41182,1883.0,7.0,4.0,1116.0
41183,1883.0,7.0,5.0,1111.0
41184,1883.0,7.0,6.0,1108.0
41185,1883.0,7.0,7.0,1109.0
41186,1883.0,7.0,8.0,1109.0
41187,1883.0,7.0,9.0,1107.0
