,measure_year,measure_month,measure_day,lobith_waterlevel
34793,1866.0,1.0,5.0,972.0
34794,1866.0,1.0,6.0,974.0
34795,1866.0,1.0,7.0,974.0
34796,1866.0,1.0,8.0,975.0
34797,1866.0,1.0,9.0,979.0
34798,1866.0,1.0,10.0,980.0
34799,1866.0,1.0,11.0,986.0
34800,1866.0,1.0,12.0,1008.0
34801,1866.0,1.0,13.0,1051.0
34802,1866.0,1.0,14.0,1111.0
34803,1866.0,1.0,15.0,1137.0
34804,1866.0,1.0,16.0,1137.0
34805,1866.0,1.0,17.0,1148.0
34806,1866.0,1.0,18.0,1173.0
34807,1866.0,1.0,19.0,1195.0
34808,1866.0,1.0,20.0,1208.0
34809,1866.0,1.0,21.0,1201.0
34810,1866.0,1.0,22.0,1180.0
34811,1866.0,1.0,23.0,1162.0
34812,1866.0,1.0,24.0,1139.0
34813,1866.0,1.0,25.0,1124.0
34814,1866.0,1.0,26.0,1114.0
34815,1866.0,1.0,27.0,1105.0
34816,1866.0,1.0,28.0,1098.0
34817,1866.0,1.0,29.0,1091.0
34818,1866.0,1.0,30.0,1081.0
34819,1866.0,1.0,31.0,1069.0
34820,1866.0,2.0,1.0,1061.0
34821,1866.0,2.0,2.0,1063.0
34822,1866.0,2.0,3.0,1063.0
34823,1866.0,2.0,4.0,1105.0
34824,1866.0,2.0,5.0,1191.0
34825,1866.0,2.0,6.0,1241.0
34826,1866.0,2.0,7.0,1293.0
34827,1866.0,2.0,8.0,1331.0
34828,1866.0,2.0,9.0,1360.0
34829,1866.0,2.0,10.0,1386.0
34830,1866.0,2.0,11.0,1369.0
34831,1866.0,2.0,12.0,1341.0
34832,1866.0,2.0,13.0,1321.0
34833,1866.0,2.0,14.0,1300.0
34834,1866.0,2.0,15.0,1286.0
34835,1866.0,2.0,16.0,1275.0
34836,1866.0,2.0,17.0,1265.0
34837,1866.0,2.0,18.0,1265.0
34838,1866.0,2.0,19.0,1279.0
34839,1866.0,2.0,20.0,1288.0
34840,1866.0,2.0,21.0,1284.0
34841,1866.0,2.0,22.0,1301.0
34842,1866.0,2.0,23.0,1305.0
34843,1866.0,2.0,24.0,1287.0
34844,1866.0,2.0,25.0,1267.0
34845,1866.0,2.0,26.0,1247.0
34846,1866.0,2.0,27.0,1223.0
34847,1866.0,2.0,28.0,1203.0
34848,1866.0,3.0,1.0,1195.0
34849,1866.0,3.0,2.0,1180.0
34850,1866.0,3.0,3.0,1172.0
34851,1866.0,3.0,4.0,1166.0
34852,1866.0,3.0,5.0,1153.0
34853,1866.0,3.0,6.0,1138.0
34854,1866.0,3.0,7.0,1121.0
34855,1866.0,3.0,8.0,1113.0
34856,1866.0,3.0,9.0,1107.0
34857,1866.0,3.0,10.0,1115.0
34858,1866.0,3.0,11.0,1133.0
34859,1866.0,3.0,12.0,1144.0
34860,1866.0,3.0,13.0,1144.0
34861,1866.0,3.0,14.0,1134.0
34862,1866.0,3.0,15.0,1132.0
34863,1866.0,3.0,16.0,1132.0
34864,1866.0,3.0,17.0,1132.0
34865,1866.0,3.0,18.0,1132.0
34866,1866.0,3.0,19.0,1129.0
34867,1866.0,3.0,20.0,1119.0
34868,1866.0,3.0,21.0,1110.0
34869,1866.0,3.0,22.0,1106.0
34870,1866.0,3.0,23.0,1110.0
34871,1866.0,3.0,24.0,1114.0
34872,1866.0,3.0,25.0,1113.0
34873,1866.0,3.0,26.0,1112.0
34874,1866.0,3.0,27.0,1122.0
34875,1866.0,3.0,28.0,1162.0
34876,1866.0,3.0,29.0,1206.0
34877,1866.0,3.0,30.0,1232.0
34878,1866.0,3.0,31.0,1233.0
34879,1866.0,4.0,1.0,1222.0
34880,1866.0,4.0,2.0,1207.0
34881,1866.0,4.0,3.0,1201.0
34882,1866.0,4.0,4.0,1195.0
34883,1866.0,4.0,5.0,1211.0
34884,1866.0,4.0,6.0,1218.0
34885,1866.0,4.0,7.0,1225.0
34886,1866.0,4.0,8.0,1220.0
34887,1866.0,4.0,9.0,1207.0
34888,1866.0,4.0,10.0,1190.0
34889,1866.0,4.0,11.0,1171.0
34890,1866.0,4.0,12.0,1154.0
34891,1866.0,4.0,13.0,1153.0
34892,1866.0,4.0,14.0,1153.0
34893,1866.0,4.0,15.0,1151.0
34894,1866.0,4.0,16.0,1150.0
34895,1866.0,4.0,17.0,1162.0
34896,1866.0,4.0,18.0,1184.0
34897,1866.0,4.0,19.0,1186.0
34898,1866.0,4.0,20.0,1184.0
34899,1866.0,4.0,21.0,1173.0
34900,1866.0,4.0,22.0,1156.0
34901,1866.0,4.0,23.0,1139.0
34902,1866.0,4.0,24.0,1131.0
34903,1866.0,4.0,25.0,1128.0
34904,1866.0,4.0,26.0,1129.0
34905,1866.0,4.0,27.0,1139.0
34906,1866.0,4.0,28.0,1143.0
34907,1866.0,4.0,29.0,1140.0
34908,1866.0,4.0,30.0,1124.0
34909,1866.0,5.0,1.0,1115.0
34910,1866.0,5.0,2.0,1109.0
34911,1866.0,5.0,3.0,1107.0
34912,1866.0,5.0,4.0,1117.0
34913,1866.0,5.0,5.0,1166.0
34914,1866.0,5.0,6.0,1189.0
34915,1866.0,5.0,7.0,1203.0
34916,1866.0,5.0,8.0,1213.0
34917,1866.0,5.0,9.0,1215.0
34918,1866.0,5.0,10.0,1208.0
34919,1866.0,5.0,11.0,1194.0
34920,1866.0,5.0,12.0,1176.0
34921,1866.0,5.0,13.0,1158.0
34922,1866.0,5.0,14.0,1149.0
34923,1866.0,5.0,15.0,1144.0
34924,1866.0,5.0,16.0,1144.0
34925,1866.0,5.0,17.0,1145.0
34926,1866.0,5.0,18.0,1144.0
34927,1866.0,5.0,19.0,1140.0
34928,1866.0,5.0,20.0,1136.0
34929,1866.0,5.0,21.0,1126.0
34930,1866.0,5.0,22.0,1111.0
34931,1866.0,5.0,23.0,1103.0
34932,1866.0,5.0,24.0,1091.0
34933,1866.0,5.0,25.0,1079.0
34934,1866.0,5.0,26.0,1071.0
34935,1866.0,5.0,27.0,1067.0
34936,1866.0,5.0,28.0,1061.0
34937,1866.0,5.0,29.0,1052.0
34938,1866.0,5.0,30.0,1049.0
34939,1866.0,5.0,31.0,1050.0
34940,1866.0,6.0,1.0,1054.0
34941,1866.0,6.0,2.0,1061.0
34942,1866.0,6.0,3.0,1067.0
34943,1866.0,6.0,4.0,1082.0
34944,1866.0,6.0,5.0,1100.0
34945,1866.0,6.0,6.0,1102.0
34946,1866.0,6.0,7.0,1096.0
34947,1866.0,6.0,8.0,1088.0
34948,1866.0,6.0,9.0,1080.0
34949,1866.0,6.0,10.0,1075.0
34950,1866.0,6.0,11.0,1071.0
34951,1866.0,6.0,12.0,1071.0
34952,1866.0,6.0,13.0,1071.0
34953,1866.0,6.0,14.0,1066.0
34954,1866.0,6.0,15.0,1062.0
34955,1866.0,6.0,16.0,1059.0
34956,1866.0,6.0,17.0,1058.0
34957,1866.0,6.0,18.0,1059.0
34958,1866.0,6.0,19.0,1059.0
34959,1866.0,6.0,20.0,1067.0
34960,1866.0,6.0,21.0,1074.0
34961,1866.0,6.0,22.0,1080.0
34962,1866.0,6.0,23.0,1083.0
34963,1866.0,6.0,24.0,1083.0
34964,1866.0,6.0,25.0,1081.0
34965,1866.0,6.0,26.0,1077.0
34966,1866.0,6.0,27.0,1073.0
34967,1866.0,6.0,28.0,1069.0
34968,1866.0,6.0,29.0,1065.0
34969,1866.0,6.0,30.0,1063.0
34970,1866.0,7.0,1.0,1062.0
34971,1866.0,7.0,2.0,1065.0
34972,1866.0,7.0,3.0,1068.0
34973,1866.0,7.0,4.0,1072.0
34974,1866.0,7.0,5.0,1074.0
34975,1866.0,7.0,6.0,1083.0
34976,1866.0,7.0,7.0,1091.0
34977,1866.0,7.0,8.0,1098.0
34978,1866.0,7.0,9.0,1105.0
34979,1866.0,7.0,10.0,1109.0
34980,1866.0,7.0,11.0,1110.0
34981,1866.0,7.0,12.0,1109.0
34982,1866.0,7.0,13.0,1106.0
34983,1866.0,7.0,14.0,1101.0
34984,1866.0,7.0,15.0,1093.0
34985,1866.0,7.0,16.0,1083.0
34986,1866.0,7.0,17.0,1074.0
34987,1866.0,7.0,18.0,1067.0
34988,1866.0,7.0,19.0,1062.0
34989,1866.0,7.0,20.0,1057.0
34990,1866.0,7.0,21.0,1051.0
34991,1866.0,7.0,22.0,1047.0
34992,1866.0,7.0,23.0,1046.0
34993,1866.0,7.0,24.0,1047.0
34994,1866.0,7.0,25.0,1047.0
34995,1866.0,7.0,26.0,1049.0
34996,1866.0,7.0,27.0,1055.0
34997,1866.0,7.0,28.0,1053.0
34998,1866.0,7.0,29.0,1049.0
34999,1866.0,7.0,30.0,1049.0
35000,1866.0,7.0,31.0,1054.0
35001,1866.0,8.0,1.0,1063.0
35002,1866.0,8.0,2.0,1065.0
35003,1866.0,8.0,3.0,1069.0
35004,1866.0,8.0,4.0,1073.0
35005,1866.0,8.0,5.0,1076.0
35006,1866.0,8.0,6.0,1083.0
35007,1866.0,8.0,7.0,1089.0
35008,1866.0,8.0,8.0,1096.0
35009,1866.0,8.0,9.0,1105.0
35010,1866.0,8.0,10.0,1112.0
35011,1866.0,8.0,11.0,1127.0
35012,1866.0,8.0,12.0,1142.0
35013,1866.0,8.0,13.0,1139.0
35014,1866.0,8.0,14.0,1131.0
35015,1866.0,8.0,15.0,1133.0
35016,1866.0,8.0,16.0,1141.0
35017,1866.0,8.0,17.0,1157.0
35018,1866.0,8.0,18.0,1173.0
35019,1866.0,8.0,19.0,1199.0
35020,1866.0,8.0,20.0,1221.0
35021,1866.0,8.0,21.0,1234.0
35022,1866.0,8.0,22.0,1237.0
35023,1866.0,8.0,23.0,1230.0
35024,1866.0,8.0,24.0,1211.0
35025,1866.0,8.0,25.0,1197.0
35026,1866.0,8.0,26.0,1194.0
35027,1866.0,8.0,27.0,1197.0
35028,1866.0,8.0,28.0,1189.0
35029,1866.0,8.0,29.0,1174.0
35030,1866.0,8.0,30.0,1164.0
35031,1866.0,8.0,31.0,1161.0
35032,1866.0,9.0,1.0,1154.0
35033,1866.0,9.0,2.0,1157.0
35034,1866.0,9.0,3.0,1171.0
35035,1866.0,9.0,4.0,1191.0
35036,1866.0,9.0,5.0,1199.0
35037,1866.0,9.0,6.0,1204.0
35038,1866.0,9.0,7.0,1199.0
35039,1866.0,9.0,8.0,1192.0
35040,1866.0,9.0,9.0,1194.0
35041,1866.0,9.0,10.0,1192.0
35042,1866.0,9.0,11.0,1182.0
35043,1866.0,9.0,12.0,1175.0
35044,1866.0,9.0,13.0,1169.0
35045,1866.0,9.0,14.0,1163.0
35046,1866.0,9.0,15.0,1165.0
35047,1866.0,9.0,16.0,1161.0
35048,1866.0,9.0,17.0,1154.0
35049,1866.0,9.0,18.0,1145.0
35050,1866.0,9.0,19.0,1139.0
35051,1866.0,9.0,20.0,1136.0
35052,1866.0,9.0,21.0,1141.0
35053,1866.0,9.0,22.0,1151.0
35054,1866.0,9.0,23.0,1155.0
35055,1866.0,9.0,24.0,1160.0
35056,1866.0,9.0,25.0,1160.0
35057,1866.0,9.0,26.0,1154.0
35058,1866.0,9.0,27.0,1147.0
35059,1866.0,9.0,28.0,1139.0
35060,1866.0,9.0,29.0,1131.0
35061,1866.0,9.0,30.0,1122.0
35062,1866.0,10.0,1.0,1114.0
35063,1866.0,10.0,2.0,1105.0
35064,1866.0,10.0,3.0,1097.0
35065,1866.0,10.0,4.0,1091.0
35066,1866.0,10.0,5.0,1084.0
35067,1866.0,10.0,6.0,1078.0
35068,1866.0,10.0,7.0,1071.0
35069,1866.0,10.0,8.0,1064.0
35070,1866.0,10.0,9.0,1059.0
35071,1866.0,10.0,10.0,1052.0
35072,1866.0,10.0,11.0,1047.0
35073,1866.0,10.0,12.0,1042.0
35074,1866.0,10.0,13.0,1038.0
35075,1866.0,10.0,14.0,1033.0
35076,1866.0,10.0,15.0,1025.0
35077,1866.0,10.0,16.0,1017.0
35078,1866.0,10.0,17.0,1014.0
35079,1866.0,10.0,18.0,1009.0
35080,1866.0,10.0,19.0,1004.0
35081,1866.0,10.0,20.0,999.0
35082,1866.0,10.0,21.0,995.0
35083,1866.0,10.0,22.0,992.0
35084,1866.0,10.0,23.0,989.0
35085,1866.0,10.0,24.0,988.0
35086,1866.0,10.0,25.0,986.0
35087,1866.0,10.0,26.0,984.0
35088,1866.0,10.0,27.0,978.0
35089,1866.0,10.0,28.0,976.0
35090,1866.0,10.0,29.0,976.0
35091,1866.0,10.0,30.0,975.0
35092,1866.0,10.0,31.0,976.0
35093,1866.0,11.0,1.0,974.0
35094,1866.0,11.0,2.0,972.0
35095,1866.0,11.0,3.0,971.0
35096,1866.0,11.0,4.0,969.0
35097,1866.0,11.0,5.0,968.0
35098,1866.0,11.0,6.0,966.0
35099,1866.0,11.0,7.0,964.0
35100,1866.0,11.0,8.0,961.0
35101,1866.0,11.0,9.0,959.0
35102,1866.0,11.0,10.0,957.0
35103,1866.0,11.0,11.0,955.0
35104,1866.0,11.0,12.0,954.0
35105,1866.0,11.0,13.0,958.0
35106,1866.0,11.0,14.0,961.0
35107,1866.0,11.0,15.0,966.0
35108,1866.0,11.0,16.0,1006.0
35109,1866.0,11.0,17.0,1031.0
35110,1866.0,11.0,18.0,1049.0
35111,1866.0,11.0,19.0,1086.0
35112,1866.0,11.0,20.0,1101.0
35113,1866.0,11.0,21.0,1109.0
35114,1866.0,11.0,22.0,1115.0
35115,1866.0,11.0,23.0,1115.0
35116,1866.0,11.0,24.0,1115.0
35117,1866.0,11.0,25.0,1126.0
35118,1866.0,11.0,26.0,1176.0
35119,1866.0,11.0,27.0,1191.0
35120,1866.0,11.0,28.0,1221.0
35121,1866.0,11.0,29.0,1268.0
35122,1866.0,11.0,30.0,1294.0
35123,1866.0,12.0,1.0,1292.0
35124,1866.0,12.0,2.0,1283.0
35125,1866.0,12.0,3.0,1257.0
35126,1866.0,12.0,4.0,1219.0
35127,1866.0,12.0,5.0,1194.0
35128,1866.0,12.0,6.0,1179.0
35129,1866.0,12.0,7.0,1187.0
35130,1866.0,12.0,8.0,1195.0
35131,1866.0,12.0,9.0,1185.0
35132,1866.0,12.0,10.0,1185.0
35133,1866.0,12.0,11.0,1167.0
35134,1866.0,12.0,12.0,1171.0
35135,1866.0,12.0,13.0,1196.0
35136,1866.0,12.0,14.0,1221.0
35137,1866.0,12.0,15.0,1251.0
35138,1866.0,12.0,16.0,1311.0
35139,1866.0,12.0,17.0,1365.0
35140,1866.0,12.0,18.0,1410.0
35141,1866.0,12.0,19.0,1434.0
35142,1866.0,12.0,20.0,1431.0
35143,1866.0,12.0,21.0,1415.0
35144,1866.0,12.0,22.0,1394.0
35145,1866.0,12.0,23.0,1363.0
35146,1866.0,12.0,24.0,1324.0
35147,1866.0,12.0,25.0,1276.0
35148,1866.0,12.0,26.0,1236.0
35149,1866.0,12.0,27.0,1217.0
35150,1866.0,12.0,28.0,1187.0
35151,1866.0,12.0,29.0,1178.0
35152,1866.0,12.0,30.0,1206.0
35153,1866.0,12.0,31.0,1284.0
35154,1867.0,1.0,1.0,1333.0
35155,1867.0,1.0,2.0,1353.0
35156,1867.0,1.0,3.0,1371.0
35157,1867.0,1.0,4.0,1382.0
35158,1867.0,1.0,5.0,1370.0
35159,1867.0,1.0,6.0,1336.0
35160,1867.0,1.0,7.0,1297.0
35161,1867.0,1.0,8.0,1256.0
35162,1867.0,1.0,9.0,1236.0
35163,1867.0,1.0,10.0,1301.0
35164,1867.0,1.0,11.0,1396.0
35165,1867.0,1.0,12.0,1444.0
35166,1867.0,1.0,13.0,1463.0
35167,1867.0,1.0,14.0,1460.0
35168,1867.0,1.0,15.0,1451.0
35169,1867.0,1.0,16.0,1438.0
35170,1867.0,1.0,17.0,1412.0
35171,1867.0,1.0,18.0,1371.0
35172,1867.0,1.0,19.0,1327.0
35173,1867.0,1.0,20.0,1277.0
35174,1867.0,1.0,21.0,1229.0
35175,1867.0,1.0,22.0,1199.0
35176,1867.0,1.0,23.0,1176.0
35177,1867.0,1.0,24.0,1171.0
35178,1867.0,1.0,25.0,1158.0
35179,1867.0,1.0,26.0,1186.0
35180,1867.0,1.0,27.0,1208.0
35181,1867.0,1.0,28.0,1296.0
35182,1867.0,1.0,29.0,1377.0
35183,1867.0,1.0,30.0,1438.0
35184,1867.0,1.0,31.0,1465.0
35185,1867.0,2.0,1.0,1476.0
35186,1867.0,2.0,2.0,1491.0
35187,1867.0,2.0,3.0,1509.0
35188,1867.0,2.0,4.0,1512.0
35189,1867.0,2.0,5.0,1508.0
35190,1867.0,2.0,6.0,1479.0
35191,1867.0,2.0,7.0,1466.0
35192,1867.0,2.0,8.0,1455.0
35193,1867.0,2.0,9.0,1470.0
35194,1867.0,2.0,10.0,1497.0
35195,1867.0,2.0,11.0,1535.0
35196,1867.0,2.0,12.0,1562.0
35197,1867.0,2.0,13.0,1578.0
35198,1867.0,2.0,14.0,1574.0
35199,1867.0,2.0,15.0,1559.0
35200,1867.0,2.0,16.0,1538.0
35201,1867.0,2.0,17.0,1500.0
35202,1867.0,2.0,18.0,1459.0
35203,1867.0,2.0,19.0,1421.0
35204,1867.0,2.0,20.0,1380.0
35205,1867.0,2.0,21.0,1349.0
35206,1867.0,2.0,22.0,1321.0
35207,1867.0,2.0,23.0,1301.0
35208,1867.0,2.0,24.0,1285.0
35209,1867.0,2.0,25.0,1275.0
35210,1867.0,2.0,26.0,1265.0
35211,1867.0,2.0,27.0,1251.0
35212,1867.0,2.0,28.0,1255.0
35213,1867.0,3.0,1.0,1256.0
35214,1867.0,3.0,2.0,1257.0
35215,1867.0,3.0,3.0,1252.0
35216,1867.0,3.0,4.0,1245.0
35217,1867.0,3.0,5.0,1231.0
35218,1867.0,3.0,6.0,1214.0
35219,1867.0,3.0,7.0,1194.0
35220,1867.0,3.0,8.0,1183.0
35221,1867.0,3.0,9.0,1170.0
35222,1867.0,3.0,10.0,1162.0
35223,1867.0,3.0,11.0,1159.0
35224,1867.0,3.0,12.0,1168.0
35225,1867.0,3.0,13.0,1211.0
35226,1867.0,3.0,14.0,1251.0
35227,1867.0,3.0,15.0,1286.0
35228,1867.0,3.0,16.0,1292.0
35229,1867.0,3.0,17.0,1299.0
35230,1867.0,3.0,18.0,1307.0
35231,1867.0,3.0,19.0,1328.0
35232,1867.0,3.0,20.0,1331.0
35233,1867.0,3.0,21.0,1327.0
35234,1867.0,3.0,22.0,1330.0
35235,1867.0,3.0,23.0,1350.0
35236,1867.0,3.0,24.0,1341.0
35237,1867.0,3.0,25.0,1326.0
35238,1867.0,3.0,26.0,1304.0
35239,1867.0,3.0,27.0,1293.0
35240,1867.0,3.0,28.0,1280.0
35241,1867.0,3.0,29.0,1276.0
35242,1867.0,3.0,30.0,1285.0
35243,1867.0,3.0,31.0,1300.0
35244,1867.0,4.0,1.0,1304.0
35245,1867.0,4.0,2.0,1314.0
35246,1867.0,4.0,3.0,1321.0
35247,1867.0,4.0,4.0,1325.0
35248,1867.0,4.0,5.0,1326.0
35249,1867.0,4.0,6.0,1330.0
35250,1867.0,4.0,7.0,1341.0
35251,1867.0,4.0,8.0,1345.0
35252,1867.0,4.0,9.0,1350.0
35253,1867.0,4.0,10.0,1374.0
35254,1867.0,4.0,11.0,1446.0
35255,1867.0,4.0,12.0,1485.0
35256,1867.0,4.0,13.0,1509.0
35257,1867.0,4.0,14.0,1512.0
35258,1867.0,4.0,15.0,1495.0
35259,1867.0,4.0,16.0,1475.0
35260,1867.0,4.0,17.0,1446.0
35261,1867.0,4.0,18.0,1423.0
35262,1867.0,4.0,19.0,1412.0
35263,1867.0,4.0,20.0,1408.0
35264,1867.0,4.0,21.0,1417.0
35265,1867.0,4.0,22.0,1425.0
35266,1867.0,4.0,23.0,1419.0
35267,1867.0,4.0,24.0,1408.0
35268,1867.0,4.0,25.0,1387.0
35269,1867.0,4.0,26.0,1366.0
35270,1867.0,4.0,27.0,1364.0
35271,1867.0,4.0,28.0,1364.0
35272,1867.0,4.0,29.0,1349.0
35273,1867.0,4.0,30.0,1349.0
35274,1867.0,5.0,1.0,1359.0
35275,1867.0,5.0,2.0,1377.0
35276,1867.0,5.0,3.0,1384.0
35277,1867.0,5.0,4.0,1380.0
35278,1867.0,5.0,5.0,1357.0
35279,1867.0,5.0,6.0,1347.0
35280,1867.0,5.0,7.0,1327.0
35281,1867.0,5.0,8.0,1307.0
35282,1867.0,5.0,9.0,1287.0
35283,1867.0,5.0,10.0,1266.0
35284,1867.0,5.0,11.0,1245.0
35285,1867.0,5.0,12.0,1226.0
35286,1867.0,5.0,13.0,1214.0
35287,1867.0,5.0,14.0,1208.0
35288,1867.0,5.0,15.0,1201.0
35289,1867.0,5.0,16.0,1198.0
35290,1867.0,5.0,17.0,1199.0
35291,1867.0,5.0,18.0,1203.0
35292,1867.0,5.0,19.0,1205.0
35293,1867.0,5.0,20.0,1207.0
35294,1867.0,5.0,21.0,1211.0
35295,1867.0,5.0,22.0,1219.0
35296,1867.0,5.0,23.0,1227.0
35297,1867.0,5.0,24.0,1231.0
35298,1867.0,5.0,25.0,1229.0
35299,1867.0,5.0,26.0,1225.0
35300,1867.0,5.0,27.0,1224.0
35301,1867.0,5.0,28.0,1223.0
35302,1867.0,5.0,29.0,1223.0
35303,1867.0,5.0,30.0,1220.0
35304,1867.0,5.0,31.0,1214.0
35305,1867.0,6.0,1.0,1206.0
35306,1867.0,6.0,2.0,1201.0
35307,1867.0,6.0,3.0,1196.0
35308,1867.0,6.0,4.0,1196.0
35309,1867.0,6.0,5.0,1188.0
35310,1867.0,6.0,6.0,1186.0
35311,1867.0,6.0,7.0,1186.0
35312,1867.0,6.0,8.0,1186.0
35313,1867.0,6.0,9.0,1182.0
35314,1867.0,6.0,10.0,1190.0
35315,1867.0,6.0,11.0,1193.0
35316,1867.0,6.0,12.0,1196.0
35317,1867.0,6.0,13.0,1196.0
35318,1867.0,6.0,14.0,1197.0
35319,1867.0,6.0,15.0,1200.0
35320,1867.0,6.0,16.0,1198.0
35321,1867.0,6.0,17.0,1195.0
35322,1867.0,6.0,18.0,1192.0
35323,1867.0,6.0,19.0,1193.0
35324,1867.0,6.0,20.0,1200.0
35325,1867.0,6.0,21.0,1211.0
35326,1867.0,6.0,22.0,1231.0
35327,1867.0,6.0,23.0,1240.0
35328,1867.0,6.0,24.0,1239.0
35329,1867.0,6.0,25.0,1230.0
35330,1867.0,6.0,26.0,1219.0
35331,1867.0,6.0,27.0,1216.0
35332,1867.0,6.0,28.0,1219.0
35333,1867.0,6.0,29.0,1221.0
35334,1867.0,6.0,30.0,1222.0
35335,1867.0,7.0,1.0,1226.0
35336,1867.0,7.0,2.0,1225.0
35337,1867.0,7.0,3.0,1229.0
35338,1867.0,7.0,4.0,1229.0
35339,1867.0,7.0,5.0,1228.0
35340,1867.0,7.0,6.0,1216.0
35341,1867.0,7.0,7.0,1206.0
35342,1867.0,7.0,8.0,1199.0
35343,1867.0,7.0,9.0,1191.0
35344,1867.0,7.0,10.0,1186.0
35345,1867.0,7.0,11.0,1181.0
35346,1867.0,7.0,12.0,1176.0
35347,1867.0,7.0,13.0,1172.0
35348,1867.0,7.0,14.0,1167.0
35349,1867.0,7.0,15.0,1161.0
35350,1867.0,7.0,16.0,1152.0
35351,1867.0,7.0,17.0,1147.0
35352,1867.0,7.0,18.0,1145.0
35353,1867.0,7.0,19.0,1149.0
35354,1867.0,7.0,20.0,1170.0
35355,1867.0,7.0,21.0,1221.0
35356,1867.0,7.0,22.0,1239.0
35357,1867.0,7.0,23.0,1235.0
35358,1867.0,7.0,24.0,1211.0
35359,1867.0,7.0,25.0,1196.0
35360,1867.0,7.0,26.0,1186.0
35361,1867.0,7.0,27.0,1177.0
35362,1867.0,7.0,28.0,1171.0
35363,1867.0,7.0,29.0,1165.0
35364,1867.0,7.0,30.0,1158.0
35365,1867.0,7.0,31.0,1154.0
35366,1867.0,8.0,1.0,1146.0
35367,1867.0,8.0,2.0,1141.0
35368,1867.0,8.0,3.0,1135.0
35369,1867.0,8.0,4.0,1128.0
35370,1867.0,8.0,5.0,1122.0
35371,1867.0,8.0,6.0,1114.0
35372,1867.0,8.0,7.0,1108.0
35373,1867.0,8.0,8.0,1101.0
35374,1867.0,8.0,9.0,1095.0
35375,1867.0,8.0,10.0,1089.0
35376,1867.0,8.0,11.0,1086.0
35377,1867.0,8.0,12.0,1083.0
35378,1867.0,8.0,13.0,1079.0
35379,1867.0,8.0,14.0,1073.0
35380,1867.0,8.0,15.0,1067.0
35381,1867.0,8.0,16.0,1061.0
35382,1867.0,8.0,17.0,1056.0
35383,1867.0,8.0,18.0,1054.0
35384,1867.0,8.0,19.0,1052.0
35385,1867.0,8.0,20.0,1051.0
35386,1867.0,8.0,21.0,1050.0
35387,1867.0,8.0,22.0,1049.0
35388,1867.0,8.0,23.0,1048.0
35389,1867.0,8.0,24.0,1046.0
35390,1867.0,8.0,25.0,1044.0
35391,1867.0,8.0,26.0,1044.0
35392,1867.0,8.0,27.0,1044.0
35393,1867.0,8.0,28.0,1051.0
35394,1867.0,8.0,29.0,1054.0
35395,1867.0,8.0,30.0,1060.0
35396,1867.0,8.0,31.0,1060.0
35397,1867.0,9.0,1.0,1057.0
35398,1867.0,9.0,2.0,1061.0
35399,1867.0,9.0,3.0,1081.0
35400,1867.0,9.0,4.0,1096.0
35401,1867.0,9.0,5.0,1092.0
35402,1867.0,9.0,6.0,1078.0
35403,1867.0,9.0,7.0,1068.0
35404,1867.0,9.0,8.0,1061.0
35405,1867.0,9.0,9.0,1056.0
35406,1867.0,9.0,10.0,1055.0
35407,1867.0,9.0,11.0,1061.0
35408,1867.0,9.0,12.0,1062.0
35409,1867.0,9.0,13.0,1057.0
35410,1867.0,9.0,14.0,1051.0
35411,1867.0,9.0,15.0,1046.0
35412,1867.0,9.0,16.0,1043.0
35413,1867.0,9.0,17.0,1040.0
35414,1867.0,9.0,18.0,1036.0
35415,1867.0,9.0,19.0,1032.0
35416,1867.0,9.0,20.0,1029.0
35417,1867.0,9.0,21.0,1031.0
35418,1867.0,9.0,22.0,1046.0
35419,1867.0,9.0,23.0,1052.0
35420,1867.0,9.0,24.0,1049.0
35421,1867.0,9.0,25.0,1044.0
35422,1867.0,9.0,26.0,1038.0
35423,1867.0,9.0,27.0,1036.0
35424,1867.0,9.0,28.0,1033.0
35425,1867.0,9.0,29.0,1031.0
35426,1867.0,9.0,30.0,1028.0
35427,1867.0,10.0,1.0,1031.0
35428,1867.0,10.0,2.0,1031.0
35429,1867.0,10.0,3.0,1026.0
35430,1867.0,10.0,4.0,1021.0
35431,1867.0,10.0,5.0,1016.0
35432,1867.0,10.0,6.0,1012.0
35433,1867.0,10.0,7.0,1009.0
35434,1867.0,10.0,8.0,1006.0
35435,1867.0,10.0,9.0,1009.0
35436,1867.0,10.0,10.0,1020.0
35437,1867.0,10.0,11.0,1034.0
35438,1867.0,10.0,12.0,1045.0
35439,1867.0,10.0,13.0,1065.0
35440,1867.0,10.0,14.0,1118.0
35441,1867.0,10.0,15.0,1161.0
35442,1867.0,10.0,16.0,1162.0
35443,1867.0,10.0,17.0,1149.0
35444,1867.0,10.0,18.0,1136.0
35445,1867.0,10.0,19.0,1124.0
35446,1867.0,10.0,20.0,1116.0
35447,1867.0,10.0,21.0,1113.0
35448,1867.0,10.0,22.0,1111.0
35449,1867.0,10.0,23.0,1111.0
35450,1867.0,10.0,24.0,1111.0
35451,1867.0,10.0,25.0,1119.0
35452,1867.0,10.0,26.0,1124.0
35453,1867.0,10.0,27.0,1121.0
35454,1867.0,10.0,28.0,1110.0
35455,1867.0,10.0,29.0,1101.0
35456,1867.0,10.0,30.0,1096.0
35457,1867.0,10.0,31.0,1088.0
35458,1867.0,11.0,1.0,1088.0
35459,1867.0,11.0,2.0,1099.0
