,measure_year,measure_month,measure_day
55195,1921.0,11.0,15.0
55196,1921.0,11.0,16.0
55197,1921.0,11.0,17.0
55198,1921.0,11.0,18.0
55199,1921.0,11.0,19.0
55200,1921.0,11.0,20.0
55201,1921.0,11.0,21.0
55202,1921.0,11.0,22.0
55203,1921.0,11.0,23.0
55204,1921.0,11.0,24.0
55205,1921.0,11.0,25.0
55206,1921.0,11.0,26.0
55207,1921.0,11.0,27.0
55208,1921.0,11.0,28.0
55209,1921.0,11.0,29.0
55210,1921.0,11.0,30.0
55211,1921.0,12.0,1.0
55212,1921.0,12.0,2.0
55213,1921.0,12.0,3.0
55214,1921.0,12.0,4.0
55215,1921.0,12.0,5.0
55216,1921.0,12.0,6.0
55217,1921.0,12.0,7.0
55218,1921.0,12.0,8.0
55219,1921.0,12.0,9.0
55220,1921.0,12.0,10.0
55221,1921.0,12.0,11.0
55222,1921.0,12.0,12.0
55223,1921.0,12.0,13.0
55224,1921.0,12.0,14.0
55225,1921.0,12.0,15.0
55226,1921.0,12.0,16.0
55227,1921.0,12.0,17.0
55228,1921.0,12.0,18.0
55229,1921.0,12.0,19.0
55230,1921.0,12.0,20.0
55231,1921.0,12.0,21.0
55232,1921.0,12.0,22.0
55233,1921.0,12.0,23.0
55234,1921.0,12.0,24.0
55235,1921.0,12.0,25.0
55236,1921.0,12.0,26.0
55237,1921.0,12.0,27.0
55238,1921.0,12.0,28.0
55239,1921.0,12.0,29.0
55240,1921.0,12.0,30.0
55241,1921.0,12.0,31.0
55242,1922.0,1.0,1.0
55243,1922.0,1.0,2.0
55244,1922.0,1.0,3.0
55245,1922.0,1.0,4.0
55246,1922.0,1.0,5.0
55247,1922.0,1.0,6.0
55248,1922.0,1.0,7.0
55249,1922.0,1.0,8.0
55250,1922.0,1.0,9.0
55251,1922.0,1.0,10.0
55252,1922.0,1.0,11.0
55253,1922.0,1.0,12.0
55254,1922.0,1.0,13.0
55255,1922.0,1.0,14.0
55256,1922.0,1.0,15.0
55257,1922.0,1.0,16.0
55258,1922.0,1.0,17.0
55259,1922.0,1.0,18.0
55260,1922.0,1.0,19.0
55261,1922.0,1.0,20.0
55262,1922.0,1.0,21.0
55263,1922.0,1.0,22.0
55264,1922.0,1.0,23.0
55265,1922.0,1.0,24.0
55266,1922.0,1.0,25.0
55267,1922.0,1.0,26.0
55268,1922.0,1.0,27.0
55269,1922.0,1.0,28.0
55270,1922.0,1.0,29.0
55271,1922.0,1.0,30.0
55272,1922.0,1.0,31.0
55273,1922.0,2.0,1.0
55274,1922.0,2.0,2.0
55275,1922.0,2.0,3.0
55276,1922.0,2.0,4.0
55277,1922.0,2.0,5.0
55278,1922.0,2.0,6.0
55279,1922.0,2.0,7.0
55280,1922.0,2.0,8.0
55281,1922.0,2.0,9.0
55282,1922.0,2.0,10.0
55283,1922.0,2.0,11.0
55284,1922.0,2.0,12.0
55285,1922.0,2.0,13.0
55286,1922.0,2.0,14.0
55287,1922.0,2.0,15.0
55288,1922.0,2.0,16.0
55289,1922.0,2.0,17.0
55290,1922.0,2.0,18.0
55291,1922.0,2.0,19.0
55292,1922.0,2.0,20.0
55293,1922.0,2.0,21.0
55294,1922.0,2.0,22.0
55295,1922.0,2.0,23.0
55296,1922.0,2.0,24.0
55297,1922.0,2.0,25.0
55298,1922.0,2.0,26.0
55299,1922.0,2.0,27.0
55300,1922.0,2.0,28.0
55301,1922.0,3.0,1.0
55302,1922.0,3.0,2.0
55303,1922.0,3.0,3.0
55304,1922.0,3.0,4.0
55305,1922.0,3.0,5.0
55306,1922.0,3.0,6.0
55307,1922.0,3.0,7.0
55308,1922.0,3.0,8.0
55309,1922.0,3.0,9.0
55310,1922.0,3.0,10.0
55311,1922.0,3.0,11.0
55312,1922.0,3.0,12.0
55313,1922.0,3.0,13.0
55314,1922.0,3.0,14.0
55315,1922.0,3.0,15.0
55316,1922.0,3.0,16.0
55317,1922.0,3.0,17.0
55318,1922.0,3.0,18.0
55319,1922.0,3.0,19.0
55320,1922.0,3.0,20.0
55321,1922.0,3.0,21.0
55322,1922.0,3.0,22.0
55323,1922.0,3.0,23.0
55324,1922.0,3.0,24.0
55325,1922.0,3.0,25.0
55326,1922.0,3.0,26.0
55327,1922.0,3.0,27.0
55328,1922.0,3.0,28.0
55329,1922.0,3.0,29.0
55330,1922.0,3.0,30.0
55331,1922.0,3.0,31.0
55332,1922.0,4.0,1.0
55333,1922.0,4.0,2.0
55334,1922.0,4.0,3.0
55335,1922.0,4.0,4.0
55336,1922.0,4.0,5.0
55337,1922.0,4.0,6.0
55338,1922.0,4.0,7.0
55339,1922.0,4.0,8.0
55340,1922.0,4.0,9.0
55341,1922.0,4.0,10.0
55342,1922.0,4.0,11.0
55343,1922.0,4.0,12.0
55344,1922.0,4.0,13.0
55345,1922.0,4.0,14.0
55346,1922.0,4.0,15.0
55347,1922.0,4.0,16.0
55348,1922.0,4.0,17.0
55349,1922.0,4.0,18.0
55350,1922.0,4.0,19.0
55351,1922.0,4.0,20.0
55352,1922.0,4.0,21.0
55353,1922.0,4.0,22.0
55354,1922.0,4.0,23.0
55355,1922.0,4.0,24.0
55356,1922.0,4.0,25.0
55357,1922.0,4.0,26.0
55358,1922.0,4.0,27.0
55359,1922.0,4.0,28.0
55360,1922.0,4.0,29.0
55361,1922.0,4.0,30.0
55362,1922.0,5.0,1.0
55363,1922.0,5.0,2.0
55364,1922.0,5.0,3.0
55365,1922.0,5.0,4.0
55366,1922.0,5.0,5.0
55367,1922.0,5.0,6.0
55368,1922.0,5.0,7.0
55369,1922.0,5.0,8.0
55370,1922.0,5.0,9.0
55371,1922.0,5.0,10.0
55372,1922.0,5.0,11.0
55373,1922.0,5.0,12.0
55374,1922.0,5.0,13.0
55375,1922.0,5.0,14.0
55376,1922.0,5.0,15.0
55377,1922.0,5.0,16.0
55378,1922.0,5.0,17.0
55379,1922.0,5.0,18.0
55380,1922.0,5.0,19.0
55381,1922.0,5.0,20.0
55382,1922.0,5.0,21.0
55383,1922.0,5.0,22.0
55384,1922.0,5.0,23.0
55385,1922.0,5.0,24.0
55386,1922.0,5.0,25.0
55387,1922.0,5.0,26.0
55388,1922.0,5.0,27.0
55389,1922.0,5.0,28.0
55390,1922.0,5.0,29.0
55391,1922.0,5.0,30.0
55392,1922.0,5.0,31.0
55393,1922.0,6.0,1.0
55394,1922.0,6.0,2.0
55395,1922.0,6.0,3.0
55396,1922.0,6.0,4.0
55397,1922.0,6.0,5.0
55398,1922.0,6.0,6.0
55399,1922.0,6.0,7.0
55400,1922.0,6.0,8.0
55401,1922.0,6.0,9.0
55402,1922.0,6.0,10.0
55403,1922.0,6.0,11.0
55404,1922.0,6.0,12.0
55405,1922.0,6.0,13.0
55406,1922.0,6.0,14.0
55407,1922.0,6.0,15.0
55408,1922.0,6.0,16.0
55409,1922.0,6.0,17.0
55410,1922.0,6.0,18.0
55411,1922.0,6.0,19.0
55412,1922.0,6.0,20.0
55413,1922.0,6.0,21.0
55414,1922.0,6.0,22.0
55415,1922.0,6.0,23.0
55416,1922.0,6.0,24.0
55417,1922.0,6.0,25.0
55418,1922.0,6.0,26.0
55419,1922.0,6.0,27.0
55420,1922.0,6.0,28.0
55421,1922.0,6.0,29.0
55422,1922.0,6.0,30.0
55423,1922.0,7.0,1.0
55424,1922.0,7.0,2.0
55425,1922.0,7.0,3.0
55426,1922.0,7.0,4.0
55427,1922.0,7.0,5.0
55428,1922.0,7.0,6.0
55429,1922.0,7.0,7.0
55430,1922.0,7.0,8.0
55431,1922.0,7.0,9.0
55432,1922.0,7.0,10.0
55433,1922.0,7.0,11.0
55434,1922.0,7.0,12.0
55435,1922.0,7.0,13.0
55436,1922.0,7.0,14.0
55437,1922.0,7.0,15.0
55438,1922.0,7.0,16.0
55439,1922.0,7.0,17.0
55440,1922.0,7.0,18.0
55441,1922.0,7.0,19.0
55442,1922.0,7.0,20.0
55443,1922.0,7.0,21.0
55444,1922.0,7.0,22.0
55445,1922.0,7.0,23.0
55446,1922.0,7.0,24.0
55447,1922.0,7.0,25.0
55448,1922.0,7.0,26.0
55449,1922.0,7.0,27.0
55450,1922.0,7.0,28.0
55451,1922.0,7.0,29.0
55452,1922.0,7.0,30.0
55453,1922.0,7.0,31.0
55454,1922.0,8.0,1.0
55455,1922.0,8.0,2.0
55456,1922.0,8.0,3.0
55457,1922.0,8.0,4.0
55458,1922.0,8.0,5.0
55459,1922.0,8.0,6.0
55460,1922.0,8.0,7.0
55461,1922.0,8.0,8.0
55462,1922.0,8.0,9.0
55463,1922.0,8.0,10.0
55464,1922.0,8.0,11.0
55465,1922.0,8.0,12.0
55466,1922.0,8.0,13.0
55467,1922.0,8.0,14.0
55468,1922.0,8.0,15.0
55469,1922.0,8.0,16.0
55470,1922.0,8.0,17.0
55471,1922.0,8.0,18.0
55472,1922.0,8.0,19.0
55473,1922.0,8.0,20.0
55474,1922.0,8.0,21.0
55475,1922.0,8.0,22.0
55476,1922.0,8.0,23.0
55477,1922.0,8.0,24.0
55478,1922.0,8.0,25.0
55479,1922.0,8.0,26.0
55480,1922.0,8.0,27.0
55481,1922.0,8.0,28.0
55482,1922.0,8.0,29.0
55483,1922.0,8.0,30.0
55484,1922.0,8.0,31.0
55485,1922.0,9.0,1.0
55486,1922.0,9.0,2.0
55487,1922.0,9.0,3.0
55488,1922.0,9.0,4.0
55489,1922.0,9.0,5.0
55490,1922.0,9.0,6.0
55491,1922.0,9.0,7.0
55492,1922.0,9.0,8.0
55493,1922.0,9.0,9.0
55494,1922.0,9.0,10.0
55495,1922.0,9.0,11.0
55496,1922.0,9.0,12.0
55497,1922.0,9.0,13.0
55498,1922.0,9.0,14.0
55499,1922.0,9.0,15.0
55500,1922.0,9.0,16.0
55501,1922.0,9.0,17.0
55502,1922.0,9.0,18.0
55503,1922.0,9.0,19.0
55504,1922.0,9.0,20.0
55505,1922.0,9.0,21.0
55506,1922.0,9.0,22.0
55507,1922.0,9.0,23.0
55508,1922.0,9.0,24.0
55509,1922.0,9.0,25.0
55510,1922.0,9.0,26.0
55511,1922.0,9.0,27.0
55512,1922.0,9.0,28.0
55513,1922.0,9.0,29.0
55514,1922.0,9.0,30.0
55515,1922.0,10.0,1.0
55516,1922.0,10.0,2.0
55517,1922.0,10.0,3.0
55518,1922.0,10.0,4.0
55519,1922.0,10.0,5.0
55520,1922.0,10.0,6.0
55521,1922.0,10.0,7.0
55522,1922.0,10.0,8.0
55523,1922.0,10.0,9.0
55524,1922.0,10.0,10.0
55525,1922.0,10.0,11.0
55526,1922.0,10.0,12.0
55527,1922.0,10.0,13.0
55528,1922.0,10.0,14.0
55529,1922.0,10.0,15.0
55530,1922.0,10.0,16.0
55531,1922.0,10.0,17.0
55532,1922.0,10.0,18.0
55533,1922.0,10.0,19.0
55534,1922.0,10.0,20.0
55535,1922.0,10.0,21.0
55536,1922.0,10.0,22.0
55537,1922.0,10.0,23.0
55538,1922.0,10.0,24.0
55539,1922.0,10.0,25.0
55540,1922.0,10.0,26.0
55541,1922.0,10.0,27.0
55542,1922.0,10.0,28.0
55543,1922.0,10.0,29.0
55544,1922.0,10.0,30.0
55545,1922.0,10.0,31.0
55546,1922.0,11.0,1.0
55547,1922.0,11.0,2.0
55548,1922.0,11.0,3.0
55549,1922.0,11.0,4.0
55550,1922.0,11.0,5.0
55551,1922.0,11.0,6.0
55552,1922.0,11.0,7.0
55553,1922.0,11.0,8.0
55554,1922.0,11.0,9.0
55555,1922.0,11.0,10.0
55556,1922.0,11.0,11.0
55557,1922.0,11.0,12.0
55558,1922.0,11.0,13.0
55559,1922.0,11.0,14.0
55560,1922.0,11.0,15.0
55561,1922.0,11.0,16.0
55562,1922.0,11.0,17.0
55563,1922.0,11.0,18.0
55564,1922.0,11.0,19.0
55565,1922.0,11.0,20.0
55566,1922.0,11.0,21.0
55567,1922.0,11.0,22.0
55568,1922.0,11.0,23.0
55569,1922.0,11.0,24.0
55570,1922.0,11.0,25.0
55571,1922.0,11.0,26.0
55572,1922.0,11.0,27.0
55573,1922.0,11.0,28.0
55574,1922.0,11.0,29.0
55575,1922.0,11.0,30.0
55576,1922.0,12.0,1.0
55577,1922.0,12.0,2.0
55578,1922.0,12.0,3.0
55579,1922.0,12.0,4.0
55580,1922.0,12.0,5.0
55581,1922.0,12.0,6.0
55582,1922.0,12.0,7.0
55583,1922.0,12.0,8.0
55584,1922.0,12.0,9.0
55585,1922.0,12.0,10.0
55586,1922.0,12.0,11.0
55587,1922.0,12.0,12.0
55588,1922.0,12.0,13.0
55589,1922.0,12.0,14.0
55590,1922.0,12.0,15.0
55591,1922.0,12.0,16.0
55592,1922.0,12.0,17.0
55593,1922.0,12.0,18.0
55594,1922.0,12.0,19.0
55595,1922.0,12.0,20.0
55596,1922.0,12.0,21.0
55597,1922.0,12.0,22.0
55598,1922.0,12.0,23.0
55599,1922.0,12.0,24.0
55600,1922.0,12.0,25.0
55601,1922.0,12.0,26.0
55602,1922.0,12.0,27.0
55603,1922.0,12.0,28.0
55604,1922.0,12.0,29.0
55605,1922.0,12.0,30.0
55606,1922.0,12.0,31.0
55607,1923.0,1.0,1.0
55608,1923.0,1.0,2.0
55609,1923.0,1.0,3.0
55610,1923.0,1.0,4.0
55611,1923.0,1.0,5.0
55612,1923.0,1.0,6.0
55613,1923.0,1.0,7.0
55614,1923.0,1.0,8.0
55615,1923.0,1.0,9.0
55616,1923.0,1.0,10.0
55617,1923.0,1.0,11.0
55618,1923.0,1.0,12.0
55619,1923.0,1.0,13.0
55620,1923.0,1.0,14.0
55621,1923.0,1.0,15.0
55622,1923.0,1.0,16.0
55623,1923.0,1.0,17.0
55624,1923.0,1.0,18.0
55625,1923.0,1.0,19.0
55626,1923.0,1.0,20.0
55627,1923.0,1.0,21.0
55628,1923.0,1.0,22.0
55629,1923.0,1.0,23.0
55630,1923.0,1.0,24.0
55631,1923.0,1.0,25.0
55632,1923.0,1.0,26.0
55633,1923.0,1.0,27.0
55634,1923.0,1.0,28.0
55635,1923.0,1.0,29.0
55636,1923.0,1.0,30.0
55637,1923.0,1.0,31.0
55638,1923.0,2.0,1.0
55639,1923.0,2.0,2.0
55640,1923.0,2.0,3.0
55641,1923.0,2.0,4.0
55642,1923.0,2.0,5.0
55643,1923.0,2.0,6.0
55644,1923.0,2.0,7.0
55645,1923.0,2.0,8.0
55646,1923.0,2.0,9.0
55647,1923.0,2.0,10.0
55648,1923.0,2.0,11.0
55649,1923.0,2.0,12.0
55650,1923.0,2.0,13.0
55651,1923.0,2.0,14.0
55652,1923.0,2.0,15.0
55653,1923.0,2.0,16.0
55654,1923.0,2.0,17.0
55655,1923.0,2.0,18.0
55656,1923.0,2.0,19.0
55657,1923.0,2.0,20.0
55658,1923.0,2.0,21.0
55659,1923.0,2.0,22.0
55660,1923.0,2.0,23.0
55661,1923.0,2.0,24.0
55662,1923.0,2.0,25.0
55663,1923.0,2.0,26.0
55664,1923.0,2.0,27.0
55665,1923.0,2.0,28.0
55666,1923.0,3.0,1.0
55667,1923.0,3.0,2.0
55668,1923.0,3.0,3.0
55669,1923.0,3.0,4.0
55670,1923.0,3.0,5.0
55671,1923.0,3.0,6.0
55672,1923.0,3.0,7.0
55673,1923.0,3.0,8.0
55674,1923.0,3.0,9.0
55675,1923.0,3.0,10.0
55676,1923.0,3.0,11.0
55677,1923.0,3.0,12.0
55678,1923.0,3.0,13.0
55679,1923.0,3.0,14.0
55680,1923.0,3.0,15.0
55681,1923.0,3.0,16.0
55682,1923.0,3.0,17.0
55683,1923.0,3.0,18.0
55684,1923.0,3.0,19.0
55685,1923.0,3.0,20.0
55686,1923.0,3.0,21.0
55687,1923.0,3.0,22.0
55688,1923.0,3.0,23.0
55689,1923.0,3.0,24.0
55690,1923.0,3.0,25.0
55691,1923.0,3.0,26.0
55692,1923.0,3.0,27.0
55693,1923.0,3.0,28.0
55694,1923.0,3.0,29.0
55695,1923.0,3.0,30.0
55696,1923.0,3.0,31.0
55697,1923.0,4.0,1.0
55698,1923.0,4.0,2.0
55699,1923.0,4.0,3.0
55700,1923.0,4.0,4.0
55701,1923.0,4.0,5.0
55702,1923.0,4.0,6.0
55703,1923.0,4.0,7.0
55704,1923.0,4.0,8.0
55705,1923.0,4.0,9.0
55706,1923.0,4.0,10.0
55707,1923.0,4.0,11.0
55708,1923.0,4.0,12.0
55709,1923.0,4.0,13.0
55710,1923.0,4.0,14.0
55711,1923.0,4.0,15.0
55712,1923.0,4.0,16.0
55713,1923.0,4.0,17.0
55714,1923.0,4.0,18.0
55715,1923.0,4.0,19.0
55716,1923.0,4.0,20.0
55717,1923.0,4.0,21.0
55718,1923.0,4.0,22.0
55719,1923.0,4.0,23.0
55720,1923.0,4.0,24.0
55721,1923.0,4.0,25.0
55722,1923.0,4.0,26.0
55723,1923.0,4.0,27.0
55724,1923.0,4.0,28.0
55725,1923.0,4.0,29.0
55726,1923.0,4.0,30.0
55727,1923.0,5.0,1.0
55728,1923.0,5.0,2.0
55729,1923.0,5.0,3.0
55730,1923.0,5.0,4.0
55731,1923.0,5.0,5.0
55732,1923.0,5.0,6.0
55733,1923.0,5.0,7.0
55734,1923.0,5.0,8.0
55735,1923.0,5.0,9.0
55736,1923.0,5.0,10.0
55737,1923.0,5.0,11.0
55738,1923.0,5.0,12.0
55739,1923.0,5.0,13.0
55740,1923.0,5.0,14.0
55741,1923.0,5.0,15.0
55742,1923.0,5.0,16.0
55743,1923.0,5.0,17.0
55744,1923.0,5.0,18.0
55745,1923.0,5.0,19.0
55746,1923.0,5.0,20.0
55747,1923.0,5.0,21.0
55748,1923.0,5.0,22.0
55749,1923.0,5.0,23.0
55750,1923.0,5.0,24.0
55751,1923.0,5.0,25.0
55752,1923.0,5.0,26.0
55753,1923.0,5.0,27.0
55754,1923.0,5.0,28.0
55755,1923.0,5.0,29.0
55756,1923.0,5.0,30.0
55757,1923.0,5.0,31.0
55758,1923.0,6.0,1.0
55759,1923.0,6.0,2.0
55760,1923.0,6.0,3.0
55761,1923.0,6.0,4.0
55762,1923.0,6.0,5.0
55763,1923.0,6.0,6.0
55764,1923.0,6.0,7.0
55765,1923.0,6.0,8.0
55766,1923.0,6.0,9.0
55767,1923.0,6.0,10.0
55768,1923.0,6.0,11.0
55769,1923.0,6.0,12.0
55770,1923.0,6.0,13.0
55771,1923.0,6.0,14.0
55772,1923.0,6.0,15.0
55773,1923.0,6.0,16.0
55774,1923.0,6.0,17.0
55775,1923.0,6.0,18.0
55776,1923.0,6.0,19.0
55777,1923.0,6.0,20.0
55778,1923.0,6.0,21.0
55779,1923.0,6.0,22.0
55780,1923.0,6.0,23.0
55781,1923.0,6.0,24.0
55782,1923.0,6.0,25.0
55783,1923.0,6.0,26.0
55784,1923.0,6.0,27.0
55785,1923.0,6.0,28.0
55786,1923.0,6.0,29.0
55787,1923.0,6.0,30.0
55788,1923.0,7.0,1.0
55789,1923.0,7.0,2.0
55790,1923.0,7.0,3.0
55791,1923.0,7.0,4.0
55792,1923.0,7.0,5.0
55793,1923.0,7.0,6.0
55794,1923.0,7.0,7.0
55795,1923.0,7.0,8.0
55796,1923.0,7.0,9.0
55797,1923.0,7.0,10.0
55798,1923.0,7.0,11.0
55799,1923.0,7.0,12.0
55800,1923.0,7.0,13.0
55801,1923.0,7.0,14.0
55802,1923.0,7.0,15.0
55803,1923.0,7.0,16.0
55804,1923.0,7.0,17.0
55805,1923.0,7.0,18.0
55806,1923.0,7.0,19.0
55807,1923.0,7.0,20.0
55808,1923.0,7.0,21.0
55809,1923.0,7.0,22.0
55810,1923.0,7.0,23.0
55811,1923.0,7.0,24.0
55812,1923.0,7.0,25.0
55813,1923.0,7.0,26.0
55814,1923.0,7.0,27.0
55815,1923.0,7.0,28.0
55816,1923.0,7.0,29.0
55817,1923.0,7.0,30.0
55818,1923.0,7.0,31.0
55819,1923.0,8.0,1.0
55820,1923.0,8.0,2.0
55821,1923.0,8.0,3.0
55822,1923.0,8.0,4.0
55823,1923.0,8.0,5.0
55824,1923.0,8.0,6.0
55825,1923.0,8.0,7.0
55826,1923.0,8.0,8.0
55827,1923.0,8.0,9.0
55828,1923.0,8.0,10.0
55829,1923.0,8.0,11.0
55830,1923.0,8.0,12.0
55831,1923.0,8.0,13.0
55832,1923.0,8.0,14.0
55833,1923.0,8.0,15.0
55834,1923.0,8.0,16.0
55835,1923.0,8.0,17.0
55836,1923.0,8.0,18.0
55837,1923.0,8.0,19.0
55838,1923.0,8.0,20.0
55839,1923.0,8.0,21.0
55840,1923.0,8.0,22.0
55841,1923.0,8.0,23.0
55842,1923.0,8.0,24.0
55843,1923.0,8.0,25.0
55844,1923.0,8.0,26.0
55845,1923.0,8.0,27.0
55846,1923.0,8.0,28.0
55847,1923.0,8.0,29.0
55848,1923.0,8.0,30.0
55849,1923.0,8.0,31.0
55850,1923.0,9.0,1.0
55851,1923.0,9.0,2.0
55852,1923.0,9.0,3.0
55853,1923.0,9.0,4.0
55854,1923.0,9.0,5.0
55855,1923.0,9.0,6.0
55856,1923.0,9.0,7.0
55857,1923.0,9.0,8.0
55858,1923.0,9.0,9.0
55859,1923.0,9.0,10.0
55860,1923.0,9.0,11.0
55861,1923.0,9.0,12.0
55862,1923.0,9.0,13.0
55863,1923.0,9.0,14.0
55864,1923.0,9.0,15.0
55865,1923.0,9.0,16.0
55866,1923.0,9.0,17.0
55867,1923.0,9.0,18.0
55868,1923.0,9.0,19.0
55869,1923.0,9.0,20.0
55870,1923.0,9.0,21.0
55871,1923.0,9.0,22.0
55872,1923.0,9.0,23.0
55873,1923.0,9.0,24.0
55874,1923.0,9.0,25.0
55875,1923.0,9.0,26.0
55876,1923.0,9.0,27.0
55877,1923.0,9.0,28.0
55878,1923.0,9.0,29.0
55879,1923.0,9.0,30.0
55880,1923.0,10.0,1.0
55881,1923.0,10.0,2.0
55882,1923.0,10.0,3.0
55883,1923.0,10.0,4.0
55884,1923.0,10.0,5.0
55885,1923.0,10.0,6.0
55886,1923.0,10.0,7.0
55887,1923.0,10.0,8.0
55888,1923.0,10.0,9.0
55889,1923.0,10.0,10.0
55890,1923.0,10.0,11.0
55891,1923.0,10.0,12.0
55892,1923.0,10.0,13.0
55893,1923.0,10.0,14.0
55894,1923.0,10.0,15.0
55895,1923.0,10.0,16.0
55896,1923.0,10.0,17.0
55897,1923.0,10.0,18.0
55898,1923.0,10.0,19.0
55899,1923.0,10.0,20.0
55900,1923.0,10.0,21.0
55901,1923.0,10.0,22.0
55902,1923.0,10.0,23.0
55903,1923.0,10.0,24.0
55904,1923.0,10.0,25.0
55905,1923.0,10.0,26.0
55906,1923.0,10.0,27.0
55907,1923.0,10.0,28.0
55908,1923.0,10.0,29.0
55909,1923.0,10.0,30.0
55910,1923.0,10.0,31.0
55911,1923.0,11.0,1.0
55912,1923.0,11.0,2.0
55913,1923.0,11.0,3.0
55914,1923.0,11.0,4.0
55915,1923.0,11.0,5.0
55916,1923.0,11.0,6.0
55917,1923.0,11.0,7.0
55918,1923.0,11.0,8.0
55919,1923.0,11.0,9.0
55920,1923.0,11.0,10.0
55921,1923.0,11.0,11.0
55922,1923.0,11.0,12.0
55923,1923.0,11.0,13.0
55924,1923.0,11.0,14.0
55925,1923.0,11.0,15.0
55926,1923.0,11.0,16.0
55927,1923.0,11.0,17.0
55928,1923.0,11.0,18.0
55929,1923.0,11.0,19.0
55930,1923.0,11.0,20.0
55931,1923.0,11.0,21.0
55932,1923.0,11.0,22.0
55933,1923.0,11.0,23.0
55934,1923.0,11.0,24.0
55935,1923.0,11.0,25.0
55936,1923.0,11.0,26.0
55937,1923.0,11.0,27.0
55938,1923.0,11.0,28.0
55939,1923.0,11.0,29.0
55940,1923.0,11.0,30.0
55941,1923.0,12.0,1.0
55942,1923.0,12.0,2.0
55943,1923.0,12.0,3.0
55944,1923.0,12.0,4.0
55945,1923.0,12.0,5.0
55946,1923.0,12.0,6.0
55947,1923.0,12.0,7.0
55948,1923.0,12.0,8.0
55949,1923.0,12.0,9.0
55950,1923.0,12.0,10.0
55951,1923.0,12.0,11.0
55952,1923.0,12.0,12.0
55953,1923.0,12.0,13.0
55954,1923.0,12.0,14.0
55955,1923.0,12.0,15.0
55956,1923.0,12.0,16.0
55957,1923.0,12.0,17.0
55958,1923.0,12.0,18.0
55959,1923.0,12.0,19.0
55960,1923.0,12.0,20.0
55961,1923.0,12.0,21.0
55962,1923.0,12.0,22.0
55963,1923.0,12.0,23.0
55964,1923.0,12.0,24.0
55965,1923.0,12.0,25.0
55966,1923.0,12.0,26.0
55967,1923.0,12.0,27.0
55968,1923.0,12.0,28.0
55969,1923.0,12.0,29.0
55970,1923.0,12.0,30.0
55971,1923.0,12.0,31.0
55972,1924.0,1.0,1.0
55973,1924.0,1.0,2.0
55974,1924.0,1.0,3.0
55975,1924.0,1.0,4.0
55976,1924.0,1.0,5.0
55977,1924.0,1.0,6.0
55978,1924.0,1.0,7.0
55979,1924.0,1.0,8.0
55980,1924.0,1.0,9.0
55981,1924.0,1.0,10.0
55982,1924.0,1.0,11.0
55983,1924.0,1.0,12.0
55984,1924.0,1.0,13.0
55985,1924.0,1.0,14.0
55986,1924.0,1.0,15.0
55987,1924.0,1.0,16.0
55988,1924.0,1.0,17.0
55989,1924.0,1.0,18.0
55990,1924.0,1.0,19.0
55991,1924.0,1.0,20.0
55992,1924.0,1.0,21.0
55993,1924.0,1.0,22.0
55994,1924.0,1.0,23.0
55995,1924.0,1.0,24.0
55996,1924.0,1.0,25.0
55997,1924.0,1.0,26.0
55998,1924.0,1.0,27.0
55999,1924.0,1.0,28.0
56000,1924.0,1.0,29.0
56001,1924.0,1.0,30.0
56002,1924.0,1.0,31.0
56003,1924.0,2.0,1.0
56004,1924.0,2.0,2.0
56005,1924.0,2.0,3.0
56006,1924.0,2.0,4.0
56007,1924.0,2.0,5.0
56008,1924.0,2.0,6.0
56009,1924.0,2.0,7.0
56010,1924.0,2.0,8.0
56011,1924.0,2.0,9.0
56012,1924.0,2.0,10.0
56013,1924.0,2.0,11.0
56014,1924.0,2.0,12.0
56015,1924.0,2.0,13.0
56016,1924.0,2.0,14.0
56017,1924.0,2.0,15.0
56018,1924.0,2.0,16.0
56019,1924.0,2.0,17.0
56020,1924.0,2.0,18.0
56021,1924.0,2.0,19.0
56022,1924.0,2.0,20.0
56023,1924.0,2.0,21.0
56024,1924.0,2.0,22.0
56025,1924.0,2.0,23.0
56026,1924.0,2.0,24.0
56027,1924.0,2.0,25.0
56028,1924.0,2.0,26.0
56029,1924.0,2.0,27.0
56030,1924.0,2.0,28.0
56031,1924.0,2.0,29.0
56032,1924.0,3.0,1.0
56033,1924.0,3.0,2.0
56034,1924.0,3.0,3.0
56035,1924.0,3.0,4.0
56036,1924.0,3.0,5.0
56037,1924.0,3.0,6.0
56038,1924.0,3.0,7.0
56039,1924.0,3.0,8.0
56040,1924.0,3.0,9.0
56041,1924.0,3.0,10.0
56042,1924.0,3.0,11.0
56043,1924.0,3.0,12.0
56044,1924.0,3.0,13.0
56045,1924.0,3.0,14.0
56046,1924.0,3.0,15.0
56047,1924.0,3.0,16.0
56048,1924.0,3.0,17.0
56049,1924.0,3.0,18.0
56050,1924.0,3.0,19.0
56051,1924.0,3.0,20.0
56052,1924.0,3.0,21.0
56053,1924.0,3.0,22.0
56054,1924.0,3.0,23.0
56055,1924.0,3.0,24.0
56056,1924.0,3.0,25.0
56057,1924.0,3.0,26.0
56058,1924.0,3.0,27.0
56059,1924.0,3.0,28.0
56060,1924.0,3.0,29.0
56061,1924.0,3.0,30.0
56062,1924.0,3.0,31.0
56063,1924.0,4.0,1.0
56064,1924.0,4.0,2.0
56065,1924.0,4.0,3.0
56066,1924.0,4.0,4.0
56067,1924.0,4.0,5.0
56068,1924.0,4.0,6.0
